#,accession,total,log(e),EC,description,,,,,
1,ENSP00000245907,20313,-6248.6,4,"C3, complement component 3 [Source:HGNC Symbol;Acc:HGNC:1318]"
2,ENSP00000323856,24746,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
3,ENSP00000370290,11421,-5999,4,"ALB, albumin [Source:HGNC Symbol;Acc:399]"
4,ENSP00000346602,24436,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
5,ENSP00000379616,22204,-5999,4,"MYH11, myosin, heavy chain 11, smooth muscle [Source:HGNC Symbol;Acc:HGNC:7569]"
6,ENSP00000295897,41105,-5999,4,"ALB, albumin [Source:HGNC Symbol;Acc:HGNC:399]"
7,ENSP00000260818,7706,-5999,4,"DNAJC13, DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:HGNC Symbol;Acc:HGNC:30343]"
8,ENSP00000340554,4081,-5999,4,"TTN, titin [Source:HGNC Symbol;Acc:HGNC:12403]"
9,ENSP00000346899,1037,-5999,4,"EPHA5, EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]"
10,ENSP00000367263,23636,-5999,4,"AHNAK, AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]"
11,ENSP00000300036,24349,-5999,4,"MYH11, myosin, heavy chain 11, smooth muscle [Source:HGNC Symbol;Acc:HGNC:7569]"
12,ENSP00000346032,28283,-5999,4,"ANXA2, annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
13,ENSP00000379342,27067,-5999,4,"ANXA2, annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
14,ENSP00000352154,4090,-5999,4,"TTN, titin [Source:HGNC Symbol;Acc:HGNC:12403]"
15,ENSP00000233242,12852,-5999,4,"APOB, apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
16,ENSP00000354875,7781,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
17,ENSP00000353467,34012,-5999,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
18,ENSP00000372940,8943,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
19,ENSP00000372815,15676,-5999,4,Complement component 4A (Rodgers blood group). [Source:Uniprot/SPTREMBL;Acc:Q5JNX2]
20,ENSP00000344848,24661,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
21,ENSP00000370744,4785,-5999,4,"ITPR2, inositol 1,4,5-trisphosphate receptor, type 2 [Source:HGNC Symbol;Acc:HGNC:6181]"
22,ENSP00000348702,24438,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
23,ENSP00000384695,33055,-5999,4,"ALB, albumin [Source:HGNC Symbol;Acc:HGNC:399]"
24,ENSP00000381756,23569,-5999,4,Plectin-1 (PLTN) (PCN) (Hemidesmosomal protein 1) (HD1) (Plectin-11). [Source:Uniprot/SWISSPROT;Acc:Q15149]
25,ENSP00000273854,1037,-5999,4,"EPHA5, EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]"
26,ENSP00000358863,33296,-5999,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
27,ENSP00000269243,24291,-5999,4,"MYH10, myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:HGNC:7568]"
28,ENSP00000348444,1825,-5999,4,"TTN, titin"
29,ENSP00000216181,33614,-5999,4,"MYH9, myosin, heavy chain 9, non-muscle [Source:HGNC Symbol;Acc:HGNC:7579]"
30,ENSP00000343764,4260,-5999,4,"TTN, titin [Source:HGNC Symbol;Acc:HGNC:12403]"
31,ENSP00000365131,8968,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
32,ENSP00000345136,23726,-5999,4,"MYH11, myosin, heavy chain 11, smooth muscle [Source:HGNC Symbol;Acc:7569]"
33,ENSP00000365143,8943,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
34,ENSP00000372938,8943,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
35,ENSP00000364321,15926,-5999,4,"C4B, complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:HGNC:1324]"
36,ENSP00000211379,8973,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
37,ENSP00000347044,24437,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
38,ENSP00000316029,26184,-5999,4,"TLN1, talin 1 [Source:HGNC Symbol;Acc:HGNC:11845]"
39,ENSP00000354368,8992,-5999,4,"BAG6, BCL2-associated athanogene 6 [Source:HGNC Symbol;Acc:HGNC:13919]"
40,ENSP00000233072,4495,-5999,4,"CPS1, carbamoyl-phosphate synthase 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:2323]"
41,ENSP00000358866,33328,-5999,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
42,ENSP00000364444,16165,-5999,4,"C4A, complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:HGNC:1323]"
43,ENSP00000350277,24439,-5999,4,"PLEC, plectin [Source:HGNC Symbol;Acc:HGNC:9069]"
44,ENSP00000358868,12306,-5705.2,4,"FLNA, filamin A, alpha"
45,ENSP00000369315,23798,-5453.8,4,"MYH10, myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:HGNC:7568]"
46,ENSP00000380147,4286,-5422.3,4,Ankyrin-1 (Erythrocyte ankyrin) (Ankyrin-R). [Source:Uniprot/SWISSPROT;Acc:P16157]
47,ENSP00000379539,22205,-5412.3,4,"MYH10, myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:7568]"
48,ENSP00000339620,4489,-5410.5,4,"ANK1, ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]"
49,ENSP00000309131,4285,-5401.9,4,"ANK1, ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]"
50,ENSP00000289734,4490,-5401.9,4,"ANK1, ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]"
51,ENSP00000353590,22825,-5398,4,"MYH10, myosin, heavy chain 10, non-muscle [Source:HGNC Symbol;Acc:HGNC:7568]"
52,ENSP00000369082,4340,-5390.2,4,"ANK1, ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]"
53,ENSP00000348965,20293,-5374.6,4,"DYNC1H1, dynein, cytoplasmic 1, heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961]"
54,ENSP00000265709,4467,-5370.3,4,"ANK1, ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:HGNC:492]"
55,ENSP00000380149,4272,-5355.1,4,Ankyrin-1 (Erythrocyte ankyrin) (Ankyrin-R). [Source:Uniprot/SWISSPROT;Acc:P16157]
56,ENSP00000334218,1285,-5345.9,4,"SPTB, spectrin, beta, erythrocytic"
